,Article 1,Article 2,Corr.
646,List_of_December_2019_Hong_Kong_protests,Siege_of_the_Hong_Kong_Polytechnic_University,0.188287294318586
120,2019_Prince_Edward_station_attack,Demosistō,0.18776881977014764
729,Police_misconduct_allegations_during_the_2019–20_Hong_Kong_protests,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.18770064919020793
12,12_June_2019_Hong_Kong_protest,Demosistō,0.18721961679657254
236,Art_of_the_2019–20_Hong_Kong_protests,List_of_September_2019_Hong_Kong_protests,0.18699513288482789
714,Murder_of_Poon_Hiu-wing,Police_misconduct_allegations_during_the_2019–20_Hong_Kong_protests,0.18682805452180007
280,Causes_of_the_2019–20_Hong_Kong_protests,Demosistō,0.1846152467649469
124,2019_Prince_Edward_station_attack,Hong_Kong,0.1839406032588774
618,Lennon_Wall_(Hong_Kong),Storming_of_the_Legislative_Council_Complex,0.18390198773014566
532,Hong_Kong_1_July_marches,Hong_Kong_Way,0.18343632138935062
644,List_of_December_2019_Hong_Kong_protests,Police_misconduct_allegations_during_the_2019–20_Hong_Kong_protests,0.1822471774480945
105,2019_Hong_Kong_local_elections,Police_misconduct_allegations_during_the_2019–20_Hong_Kong_protests,0.18186613545692498
437,Demosistō,Siege_of_the_Hong_Kong_Polytechnic_University,0.18113749056540565
91,2019_Hong_Kong_local_elections,Hong_Kong_Human_Rights_and_Democracy_Act,0.17998901953837007
675,List_of_November_2019_Hong_Kong_protests,List_of_October_2019_Hong_Kong_protests,0.1783820344335156
52,2019_Hong_Kong_extradition_bill,HKmap.live,0.17787423464757038
429,Demosistō,List_of_November_2019_Hong_Kong_protests,0.1769192170971761
97,2019_Hong_Kong_local_elections,List_of_July_2019_Hong_Kong_protests,0.17640445641811536
673,List_of_March–June_2019_Hong_Kong_protests,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.17583571310015028
390,Death_of_Chow_Tsz-lok,Demosistō,0.17348106942392938
540,Hong_Kong_1_July_marches,List_of_October_2019_Hong_Kong_protests,0.17238369411061694
715,Murder_of_Poon_Hiu-wing,Reactions_to_the_2019–20_Hong_Kong_protests,0.17180445566452648
264,Carrie_Lam,List_of_November_2019_Hong_Kong_protests,0.1717552310748879
287,Causes_of_the_2019–20_Hong_Kong_protests,Hong_Kong_Way,0.17172331116931933
503,HKmap.live,"One_country,_two_systems",0.17088593230430255
645,List_of_December_2019_Hong_Kong_protests,Reactions_to_the_2019–20_Hong_Kong_protests,0.17043589480364266
106,2019_Hong_Kong_local_elections,Reactions_to_the_2019–20_Hong_Kong_protests,0.1685010091607467
79,2019_Hong_Kong_local_elections,Carrie_Lam,0.1683938446356511
47,2019_Hong_Kong_extradition_bill,Death_of_Chan_Yin-lam,0.16780710028104429
548,Hong_Kong_1_July_marches,Storming_of_the_Legislative_Council_Complex,0.166532633251775
430,Demosistō,List_of_October_2019_Hong_Kong_protests,0.16650860331941114
125,2019_Prince_Edward_station_attack,Hong_Kong_1_July_marches,0.16643814487220235
22,12_June_2019_Hong_Kong_protest,List_of_August_2019_Hong_Kong_protests,0.16463516412838247
511,Hong_Kong,Hong_Kong_Human_Rights_and_Democracy_Act,0.16438471042588454
553,Hong_Kong_Human_Rights_and_Democracy_Act,Lennon_Wall_(Hong_Kong),0.163858411929113
348,Civil_Human_Rights_Front,List_of_December_2019_Hong_Kong_protests,0.16354099141064518
491,HKmap.live,Hong_Kong_Way,0.16305054592668625
137,2019_Prince_Edward_station_attack,List_of_September_2019_Hong_Kong_protests,0.16215281410267116
685,List_of_November_2019_Hong_Kong_protests,Umbrella_Movement,0.1612767092421497
6,12_June_2019_Hong_Kong_protest,Carrie_Lam,0.16075675675299933
37,12_June_2019_Hong_Kong_protest,Umbrella_Movement,0.1595318110577949
400,Death_of_Chow_Tsz-lok,List_of_August_2019_Hong_Kong_protests,0.15917638332628387
75,2019_Hong_Kong_local_elections,2019_Prince_Edward_station_attack,0.15903070771948044
542,Hong_Kong_1_July_marches,List_of_September_2019_Hong_Kong_protests,0.15789517959657498
522,Hong_Kong,List_of_September_2019_Hong_Kong_protests,0.15624098481693938
383,Death_of_Chan_Yin-lam,"One_country,_two_systems",0.153611704381823
355,Civil_Human_Rights_Front,Murder_of_Poon_Hiu-wing,0.15350754971261718
415,Death_of_Chow_Tsz-lok,Umbrella_Movement,0.15297770225910365
528,Hong_Kong,Storming_of_the_Legislative_Council_Complex,0.1525421700047805
334,Chinese_University_of_Hong_Kong_conflict,Umbrella_Movement,0.1515903187937352
319,Chinese_University_of_Hong_Kong_conflict,List_of_August_2019_Hong_Kong_protests,0.15125971809919778
531,Hong_Kong_1_July_marches,Hong_Kong_Human_Rights_and_Democracy_Act,0.15003966117577702
138,2019_Prince_Edward_station_attack,Murder_of_Poon_Hiu-wing,0.14935578046808576
249,Carrie_Lam,Death_of_Chow_Tsz-lok,0.14920050840862717
246,Carrie_Lam,Chinese_University_of_Hong_Kong_conflict,0.1481204452272774
82,2019_Hong_Kong_local_elections,Civil_Human_Rights_Front,0.14781872578108027
494,HKmap.live,List_of_August_2019_Hong_Kong_protests,0.14757665772217973
697,List_of_protests_in_Hong_Kong,Murder_of_Poon_Hiu-wing,0.14677956060054945
131,2019_Prince_Edward_station_attack,List_of_December_2019_Hong_Kong_protests,0.14672365517461475
289,Causes_of_the_2019–20_Hong_Kong_protests,Lennon_Wall_(Hong_Kong),0.14545784207097087
733,Reactions_to_the_2019–20_Hong_Kong_protests,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.14469585319552353
737,Siege_of_the_Hong_Kong_Polytechnic_University,Umbrella_Movement,0.1437686561017558
562,Hong_Kong_Human_Rights_and_Democracy_Act,Murder_of_Poon_Hiu-wing,0.14330910155952617
284,Causes_of_the_2019–20_Hong_Kong_protests,Hong_Kong,0.14319002880716042
364,Death_of_Chan_Yin-lam,Demosistō,0.14316495522245581
710,List_of_September_2019_Hong_Kong_protests,Storming_of_the_Legislative_Council_Complex,0.1395951692731953
640,List_of_December_2019_Hong_Kong_protests,List_of_protests_in_Hong_Kong,0.13889371116835678
272,Carrie_Lam,Siege_of_the_Hong_Kong_Polytechnic_University,0.13796310606431114
285,Causes_of_the_2019–20_Hong_Kong_protests,Hong_Kong_1_July_marches,0.13712048533634857
555,Hong_Kong_Human_Rights_and_Democracy_Act,List_of_December_2019_Hong_Kong_protests,0.13633270727797897
251,Carrie_Lam,Glory_to_Hong_Kong,0.13542526506328662
80,2019_Hong_Kong_local_elections,Causes_of_the_2019–20_Hong_Kong_protests,0.13531837204972277
93,2019_Hong_Kong_local_elections,Hong_Kong–Mainland_China_conflict,0.13407129091938
374,Death_of_Chan_Yin-lam,List_of_August_2019_Hong_Kong_protests,0.13228846928682622
297,Causes_of_the_2019–20_Hong_Kong_protests,List_of_September_2019_Hong_Kong_protests,0.1320302475357136
632,List_of_August_2019_Hong_Kong_protests,Siege_of_the_Hong_Kong_Polytechnic_University,0.13115486706457707
444,Glory_to_Hong_Kong,Hong_Kong_1_July_marches,0.13112080677867535
463,Glory_to_Hong_Kong,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.1298102958672434
678,List_of_November_2019_Hong_Kong_protests,Murder_of_Poon_Hiu-wing,0.1279186748918405
655,List_of_July_2019_Hong_Kong_protests,Murder_of_Poon_Hiu-wing,0.1257912593318957
636,List_of_December_2019_Hong_Kong_protests,List_of_July_2019_Hong_Kong_protests,0.12558976190464322
638,List_of_December_2019_Hong_Kong_protests,List_of_November_2019_Hong_Kong_protests,0.1251620288555101
609,Lennon_Wall_(Hong_Kong),List_of_November_2019_Hong_Kong_protests,0.12057716788925507
389,Death_of_Chan_Yin-lam,Umbrella_Movement,0.11982202917550039
703,List_of_protests_in_Hong_Kong,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.11981148817515877
104,2019_Hong_Kong_local_elections,"One_country,_two_systems",0.11874293275866282
509,HKmap.live,Umbrella_Movement,0.11788360718773387
576,Hong_Kong_Way,List_of_November_2019_Hong_Kong_protests,0.11775615027646806
539,Hong_Kong_1_July_marches,List_of_November_2019_Hong_Kong_protests,0.1172415527239419
248,Carrie_Lam,Death_of_Chan_Yin-lam,0.1169168029101308
86,2019_Hong_Kong_local_elections,Glory_to_Hong_Kong,0.11682904250348083
304,Causes_of_the_2019–20_Hong_Kong_protests,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.11493954660092837
603,Hong_Kong–Mainland_China_conflict,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.11121573783702857
318,Chinese_University_of_Hong_Kong_conflict,Lennon_Wall_(Hong_Kong),0.11113218395788652
27,12_June_2019_Hong_Kong_protest,List_of_October_2019_Hong_Kong_protests,0.1105562877292622
17,12_June_2019_Hong_Kong_protest,Hong_Kong_1_July_marches,0.10970429797848376
21,12_June_2019_Hong_Kong_protest,Lennon_Wall_(Hong_Kong),0.10871464714446442
89,2019_Hong_Kong_local_elections,Hong_Kong,0.10864043180372006
405,Death_of_Chow_Tsz-lok,List_of_October_2019_Hong_Kong_protests,0.10631737604187205
399,Death_of_Chow_Tsz-lok,Lennon_Wall_(Hong_Kong),0.10596582676646187
586,Hong_Kong_Way,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.10552463456821473
395,Death_of_Chow_Tsz-lok,Hong_Kong_1_July_marches,0.10539785123209039
77,2019_Hong_Kong_local_elections,2019–20_Hong_Kong_protests,0.10499315432314775
324,Chinese_University_of_Hong_Kong_conflict,List_of_October_2019_Hong_Kong_protests,0.10471528982799802
443,Glory_to_Hong_Kong,Hong_Kong,0.10369710312346221
527,Hong_Kong,Siege_of_the_Hong_Kong_Polytechnic_University,0.10340889526605458
16,12_June_2019_Hong_Kong_protest,Hong_Kong,0.10336665230948845
314,Chinese_University_of_Hong_Kong_conflict,Hong_Kong_1_July_marches,0.10246157665801492
211,2019–20_Hong_Kong_protests,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.10074858335066128
253,Carrie_Lam,HKmap.live,0.1000887281220653
677,List_of_November_2019_Hong_Kong_protests,List_of_September_2019_Hong_Kong_protests,0.09867944111388997
617,Lennon_Wall_(Hong_Kong),Siege_of_the_Hong_Kong_Polytechnic_University,0.09823265101626374
313,Chinese_University_of_Hong_Kong_conflict,Hong_Kong,0.09811970400802873
394,Death_of_Chow_Tsz-lok,Hong_Kong,0.09771192739956588
457,Glory_to_Hong_Kong,Murder_of_Poon_Hiu-wing,0.09534131155356326
547,Hong_Kong_1_July_marches,Siege_of_the_Hong_Kong_Polytechnic_University,0.09405732844207527
519,Hong_Kong,List_of_November_2019_Hong_Kong_protests,0.09401361267377817
450,Glory_to_Hong_Kong,List_of_December_2019_Hong_Kong_protests,0.09330418193816122
493,HKmap.live,Lennon_Wall_(Hong_Kong),0.09269660635216878
361,Civil_Human_Rights_Front,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.09058755601102048
568,Hong_Kong_Human_Rights_and_Democracy_Act,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.09047283496453698
369,Death_of_Chan_Yin-lam,Hong_Kong_1_July_marches,0.0891227308398896
418,Demosistō,HKmap.live,0.08909646093587394
692,List_of_October_2019_Hong_Kong_protests,Siege_of_the_Hong_Kong_Polytechnic_University,0.08886439487404464
19,12_June_2019_Hong_Kong_protest,Hong_Kong_Way,0.08852133178707611
110,2019_Hong_Kong_local_elections,Umbrella_Movement,0.08797864142279697
488,HKmap.live,Hong_Kong,0.08778037781388856
178,2019_Yuen_Long_attack,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.08630970796745996
38,2019_Hong_Kong_extradition_bill,2019_Hong_Kong_local_elections,0.08499150408675263
684,List_of_November_2019_Hong_Kong_protests,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.08464978703255724
379,Death_of_Chan_Yin-lam,List_of_October_2019_Hong_Kong_protests,0.08410899454427584
397,Death_of_Chow_Tsz-lok,Hong_Kong_Way,0.08407518838961234
489,HKmap.live,Hong_Kong_1_July_marches,0.08395674863837345
373,Death_of_Chan_Yin-lam,Lennon_Wall_(Hong_Kong),0.08392712810183356
29,12_June_2019_Hong_Kong_protest,List_of_September_2019_Hong_Kong_protests,0.08389613494828546
316,Chinese_University_of_Hong_Kong_conflict,Hong_Kong_Way,0.083760441014252
473,Government_of_Hong_Kong,List_of_December_2019_Hong_Kong_protests,0.08248946720654117
298,Causes_of_the_2019–20_Hong_Kong_protests,Murder_of_Poon_Hiu-wing,0.08214109318806188
326,Chinese_University_of_Hong_Kong_conflict,List_of_September_2019_Hong_Kong_protests,0.08190647515554779
597,Hong_Kong–Mainland_China_conflict,Murder_of_Poon_Hiu-wing,0.08165124285163106
480,Government_of_Hong_Kong,Murder_of_Poon_Hiu-wing,0.08106019073497757
291,Causes_of_the_2019–20_Hong_Kong_protests,List_of_December_2019_Hong_Kong_protests,0.08076455542601783
590,Hong_Kong–Mainland_China_conflict,List_of_December_2019_Hong_Kong_protests,0.07985483170396947
198,2019–20_Hong_Kong_protests,List_of_December_2019_Hong_Kong_protests,0.07966021402407367
205,2019–20_Hong_Kong_protests,Murder_of_Poon_Hiu-wing,0.07941145186557319
407,Death_of_Chow_Tsz-lok,List_of_September_2019_Hong_Kong_protests,0.0792954805661479
486,Government_of_Hong_Kong,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.07713181388224177
508,HKmap.live,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.07616125057668402
36,12_June_2019_Hong_Kong_protest,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.07572323154001147
414,Death_of_Chow_Tsz-lok,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.07459679660874953
634,List_of_August_2019_Hong_Kong_protests,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.07411887615475371
501,HKmap.live,List_of_September_2019_Hong_Kong_protests,0.07383496839139539
584,Hong_Kong_Way,Siege_of_the_Hong_Kong_Polytechnic_University,0.07363312423781568
165,2019_Yuen_Long_attack,List_of_December_2019_Hong_Kong_protests,0.07340310322870641
172,2019_Yuen_Long_attack,Murder_of_Poon_Hiu-wing,0.07313697907647786
619,Lennon_Wall_(Hong_Kong),Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.07154790270596824
333,Chinese_University_of_Hong_Kong_conflict,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.0711882798933758
90,2019_Hong_Kong_local_elections,Hong_Kong_1_July_marches,0.07044972129232759
371,Death_of_Chan_Yin-lam,Hong_Kong_Way,0.07024321575028246
73,2019_Hong_Kong_extradition_bill,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.06984608294297756
381,Death_of_Chan_Yin-lam,List_of_September_2019_Hong_Kong_protests,0.06981363873267013
709,List_of_September_2019_Hong_Kong_protests,Siege_of_the_Hong_Kong_Polytechnic_University,0.06899274465318121
88,2019_Hong_Kong_local_elections,HKmap.live,0.06875833230279596
232,Art_of_the_2019–20_Hong_Kong_protests,List_of_March–June_2019_Hong_Kong_protests,0.06814230547163658
95,2019_Hong_Kong_local_elections,List_of_August_2019_Hong_Kong_protests,0.06463022543892033
736,Siege_of_the_Hong_Kong_Polytechnic_University,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.06443717258819709
711,List_of_September_2019_Hong_Kong_protests,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.06391990290301759
724,"One_country,_two_systems",Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.061351016600991085
240,Art_of_the_2019–20_Hong_Kong_protests,Reactions_to_the_2019–20_Hong_Kong_protests,0.060284409878155136
94,2019_Hong_Kong_local_elections,Lennon_Wall_(Hong_Kong),0.06002441722315818
628,List_of_August_2019_Hong_Kong_protests,Murder_of_Poon_Hiu-wing,0.05965678637479838
621,List_of_August_2019_Hong_Kong_protests,List_of_December_2019_Hong_Kong_protests,0.059075673426937675
368,Death_of_Chan_Yin-lam,Hong_Kong,0.05891252121785174
231,Art_of_the_2019–20_Hong_Kong_protests,List_of_July_2019_Hong_Kong_protests,0.058605800432679156
239,Art_of_the_2019–20_Hong_Kong_protests,Police_misconduct_allegations_during_the_2019–20_Hong_Kong_protests,0.05799450732679789
439,Demosistō,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.05718280983468756
388,Death_of_Chan_Yin-lam,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.054558227877287625
226,Art_of_the_2019–20_Hong_Kong_protests,Hong_Kong_Way,0.048243409082983975
229,Art_of_the_2019–20_Hong_Kong_protests,List_of_August_2019_Hong_Kong_protests,0.04813821318672263
713,Murder_of_Poon_Hiu-wing,"One_country,_two_systems",0.04717679272876304
100,2019_Hong_Kong_local_elections,List_of_October_2019_Hong_Kong_protests,0.0463013260156579
643,List_of_December_2019_Hong_Kong_protests,"One_country,_two_systems",0.046189602219553254
228,Art_of_the_2019–20_Hong_Kong_protests,Lennon_Wall_(Hong_Kong),0.045981180443614156
92,2019_Hong_Kong_local_elections,Hong_Kong_Way,0.04483411605749628
719,Murder_of_Poon_Hiu-wing,Umbrella_Movement,0.04397209022338191
67,2019_Hong_Kong_extradition_bill,Murder_of_Poon_Hiu-wing,0.043518383321330956
649,List_of_December_2019_Hong_Kong_protests,Umbrella_Movement,0.04283900423021696
60,2019_Hong_Kong_extradition_bill,List_of_December_2019_Hong_Kong_protests,0.04260223558547044
740,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,Umbrella_Movement,0.04231235853066786
274,Carrie_Lam,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.041144947919931764
536,Hong_Kong_1_July_marches,List_of_December_2019_Hong_Kong_protests,0.037737862943485745
543,Hong_Kong_1_July_marches,Murder_of_Poon_Hiu-wing,0.03772340624756285
102,2019_Hong_Kong_local_elections,List_of_September_2019_Hong_Kong_protests,0.0373428248805051
549,Hong_Kong_1_July_marches,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.03719378371515359
103,2019_Hong_Kong_local_elections,Murder_of_Poon_Hiu-wing,0.0321675240927996
705,List_of_September_2019_Hong_Kong_protests,Murder_of_Poon_Hiu-wing,0.03200688329840075
641,List_of_December_2019_Hong_Kong_protests,List_of_September_2019_Hong_Kong_protests,0.031643941145329826
688,List_of_October_2019_Hong_Kong_protests,Murder_of_Poon_Hiu-wing,0.031078115034286237
96,2019_Hong_Kong_local_elections,List_of_December_2019_Hong_Kong_protests,0.030967876274327233
580,Hong_Kong_Way,Murder_of_Poon_Hiu-wing,0.03091057326818886
639,List_of_December_2019_Hong_Kong_protests,List_of_October_2019_Hong_Kong_protests,0.030433287375126846
573,Hong_Kong_Way,List_of_December_2019_Hong_Kong_protests,0.030271489081241477
235,Art_of_the_2019–20_Hong_Kong_protests,List_of_protests_in_Hong_Kong,0.02959151302761879
109,2019_Hong_Kong_local_elections,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.029488688967630176
180,2019–20_Hong_Kong_protests,Art_of_the_2019–20_Hong_Kong_protests,0.02850652312257862
613,Lennon_Wall_(Hong_Kong),Murder_of_Poon_Hiu-wing,0.02638493479015295
606,Lennon_Wall_(Hong_Kong),List_of_December_2019_Hong_Kong_protests,0.025845320608752394
147,2019_Yuen_Long_attack,Art_of_the_2019–20_Hong_Kong_protests,0.025712195972268072
216,Art_of_the_2019–20_Hong_Kong_protests,Civil_Human_Rights_Front,0.02463162448580189
433,Demosistō,Murder_of_Poon_Hiu-wing,0.02089946338162921
529,Hong_Kong,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.020381385540126105
426,Demosistō,List_of_December_2019_Hong_Kong_protests,0.019750135907295758
268,Carrie_Lam,Murder_of_Poon_Hiu-wing,0.01970776752557913
221,Art_of_the_2019–20_Hong_Kong_protests,Government_of_Hong_Kong,0.01950316325923222
261,Carrie_Lam,List_of_December_2019_Hong_Kong_protests,0.019353695476550112
244,Art_of_the_2019–20_Hong_Kong_protests,Umbrella_Movement,0.01890590231875842
718,Murder_of_Poon_Hiu-wing,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.01825422205208231
648,List_of_December_2019_Hong_Kong_protests,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.018090190301849798
219,Art_of_the_2019–20_Hong_Kong_protests,Demosistō,0.017129040629954368
227,Art_of_the_2019–20_Hong_Kong_protests,Hong_Kong–Mainland_China_conflict,0.016049166861877916
238,Art_of_the_2019–20_Hong_Kong_protests,"One_country,_two_systems",0.013859246812414875
224,Art_of_the_2019–20_Hong_Kong_protests,Hong_Kong_1_July_marches,0.01320709824913174
42,2019_Hong_Kong_extradition_bill,Art_of_the_2019–20_Hong_Kong_protests,0.011999007677021048
225,Art_of_the_2019–20_Hong_Kong_protests,Hong_Kong_Human_Rights_and_Democracy_Act,0.009875783565311054
213,Art_of_the_2019–20_Hong_Kong_protests,Carrie_Lam,0.008975483827499318
230,Art_of_the_2019–20_Hong_Kong_protests,List_of_December_2019_Hong_Kong_protests,0.005164501241559685
237,Art_of_the_2019–20_Hong_Kong_protests,Murder_of_Poon_Hiu-wing,0.004404746784746427
243,Art_of_the_2019–20_Hong_Kong_protests,Tactics_and_methods_surrounding_the_2019–20_Hong_Kong_protests,0.002804715326425641
214,Art_of_the_2019–20_Hong_Kong_protests,Causes_of_the_2019–20_Hong_Kong_protests,0.002535752511132022
217,Art_of_the_2019–20_Hong_Kong_protests,Death_of_Chan_Yin-lam,0.0022919768625898292
218,Art_of_the_2019–20_Hong_Kong_protests,Death_of_Chow_Tsz-lok,0.0003782886089802831
5,12_June_2019_Hong_Kong_protest,Art_of_the_2019–20_Hong_Kong_protests,-1.0739036259558688e-05
78,2019_Hong_Kong_local_elections,Art_of_the_2019–20_Hong_Kong_protests,-6.147889983659914e-05
241,Art_of_the_2019–20_Hong_Kong_protests,Siege_of_the_Hong_Kong_Polytechnic_University,-0.000765866932647744
215,Art_of_the_2019–20_Hong_Kong_protests,Chinese_University_of_Hong_Kong_conflict,-0.001020491107073057
222,Art_of_the_2019–20_Hong_Kong_protests,HKmap.live,-0.001218951214876691
113,2019_Prince_Edward_station_attack,Art_of_the_2019–20_Hong_Kong_protests,-0.0015847574587149467
242,Art_of_the_2019–20_Hong_Kong_protests,Storming_of_the_Legislative_Council_Complex,-0.0016799709641798128
233,Art_of_the_2019–20_Hong_Kong_protests,List_of_November_2019_Hong_Kong_protests,-0.0021808859851604185
234,Art_of_the_2019–20_Hong_Kong_protests,List_of_October_2019_Hong_Kong_protests,-0.002371226233357195
223,Art_of_the_2019–20_Hong_Kong_protests,Hong_Kong,-0.003732612477234803
523,Hong_Kong,Murder_of_Poon_Hiu-wing,-0.010124226744153097
516,Hong_Kong,List_of_December_2019_Hong_Kong_protests,-0.011219841218589356
